,input,answer,predict
23,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の,"['あ', 'ああ']",あ
24,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうと,"['あ', 'いいですね', 'あー']",いいですね
25,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,"['軽井沢に', 'うーん', 'いいですね', '素敵ですね']",いいですね
26,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に,['旅行'],いいですね
27,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に行こうということになったんです,['はー'],いいですね
28,20年代戦後間もない,['二十年代戦後ですね'],はいはいはいはいはいはいはいはいはいはいはいはいはいはいあーはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
29,20年代戦後間もない頃ですが,"['そうですよね', 'あーはいはい']",あーはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
30,2つのおはじきの,"['ああ', 'ええええええああああ']",ああああ
31,2つのおはじきのあいだを,"['あーそうでしたね', '指でうん', 'あはい', 'あーはいはいはい']",ああああああ
32,2つのおはじきを,"['あはい', 'はいうん二つの']",ああ
33,2人して何かあのー計画しあのー,"['うんわーうーん', 'はいはいへー']",はいはい
34,2年で辞めまして,"['あはい', 'ええあはい', 'あーはい', 'そうなんですか', 'はいあーそうだったんですか', 'あーそうだったんですか', 'はいあ', 'えっ']",あはい
35,2年で辞めましてその後文化服装学院の大学の,['あはい'],あはい
36,2年で辞めましてその後文化服装学院の大学の方に入りまして,['そちらのほうにええ'],あはい
37,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で,['ああ'],あ
38,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,"['あーそうなんですねー', 'ええ凄いですね', 'あデザイン科で勉強されて', 'へー凄い']",あ
39,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして4年間そこに行きました,['あ'],あ
40,2年連続,['はい二年連続で'],はい二年二年二年
41,2本のうち1本当たりましたので,"['あ', 'わーす素晴らしいですねー', 'やっ凄いですー視力がいいんですね', 'あっえー良かったじゃないですか', 'わっ素晴らしい', 'あー良かったです', 'わー凄いですね', 'へー', 'あっわー凄いですね']",あはい
42,2泊,"['二泊', '二泊', 'わーそうですかー']",二二二二回も
43,2泊泊まってそれで,"['あ', 'へえ']",二泊
44,2泊泊まってそれで年末の,['泊まられて'],あはい
45,2泊泊まってそれで年末の31日に父親が,"['年末から', 'えっそんなに']",あはい
46,300メートルばかり,['ええ'],ええ
47,30人,"['あ', 'うーん', 'えっ', 'ええ', '三十名で', 'ほー', 'はいあー', '三十人も', 'えっ三十人も', 'ほー', 'はー']",三十三十三人も
48,31日に,['そうですよね'],そうですよね
49,31日に帰っていくのですが,"['あーそうだったんですねー', 'へえ', 'あー']",そうなんですね
50,31日に帰っていくのですが私は,"['はあ', 'そうなんです']",そうなんですね
51,31日に帰っていくのですが私はその子と会うのがとても楽しみで,"['ええええええええそうですよね', 'そうですね楽しいですね', 'うんあそうなんですか', '可愛い', 'そうですね']",ええええええええええええええええええええええええええええええええええええええええええええええええええ
52,39年ですけれども,"['三十そうですねはい', 'はい昭和三十九年', 'よん三十九年ですかねええ']",三十年ですか
53,3人とも勤め先が違いますので,"['あーはい', 'ええええあそうなんですね']",ええええええええええええええええええええええええええええええええええええええええええええええええええ
54,3人とも勤め先が違いますのでえーとどこの駅でしたか集合ということで急行電車に,['待ち合わせして'],あ
55,3年間の,"['凄い', '良かったですね']",凄い
56,3年間の付き合いを持って,"['うーん', 'やりましたねええ', 'はぁー', 'へえ']",うーん
57,40代の,"['そうです', 'えー三十', '凄い', '凄いです', '大正琴三十年やってるんですか']",凄い
58,40代の終わりから,['あーはいはい'],あー
59,40代の終わりから現在まで,"['あ', 'わーずーっと', 'へえ']",わー
60,40代の終わりから現在までえー,['今まで'],わー
61,40代の終わりから現在までえーやってます,"['すごいですねー', 'あっはー長いですね', 'はいそうですか', 'あーはいはい', 'そんなに長くですか', 'あーお好きなんですね']",わー凄いですね
62,40分の道のりですのでね,"['うーん長いですね', 'ええうん結構長いですね', 'ええ長いですね', 'うーんそうですね結構ありますもんね', 'ええそうですね']",ええええええええええええええええええええええええええええええええええええええええええええええええええ
63,4かぐらいは,"['はい四日も', 'もうええ']",はい四十四年も
64,4年の所を優待生で,"['あ', 'えー']",えー
65,4年の所を優待生で3年間で,"['ああ', 'はー', 'へえ', 'えっ優待生']",えー
66,4年の所を優待生で3年間で終了させていただきまして,"['凄いうん', '凄いはい', 'うわーはいわー凄い', 'わー凄いですね', '凄い優秀ですね', 'まーあそうなんですね', 'へー凄いはい', 'すごいですねー3年', 'えー素晴らしい', 'はい', 'へー']",凄いですね
67,4年の所を優待生で3年間で終了させていただきまして彼女も,['さすがうん'],凄いですね
68,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生の,['あ'],あそうなんですね
69,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いを,['そうなんですね'],あそうなんですね
70,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,"['あはい', 'わー優秀なんですね', 'えー同じように', 'やー同じ道ですね', 'へえ']",あそうなんですね
71,4泊泊まって,"['四泊ですか', 'ああああ凄い', 'あ', 'あはい', 'あ四泊も', 'あーはいはい', 'うわーすごい4泊', '凄く長くなったんで']",あはい
72,5センチ10センチぐらいづつに刻んで,"['はい少しづつですね', 'あー', 'そうですね']",そうですね
73,5センチ10センチぐらいづつに刻んでま適当ですけれども,['高さなんですねうーん'],そうですね
74,60年間,['えっ'],六十年も
75,60年間やっていますので,"['わあ', 'すごく', 'あそんなに長く', 'あっ凄い長いですね', 'ええ', '六十年やってるんですか', 'えーえー', 'へー六十年も', 'うわーすごいですねー', 'はあ', '六十年もですか']",六十年もですか
76,6年前,"['えっ', 'えっ', 'あ六年前に', '六年前ですか']",凄い
77,6月に,['はい'],そうなんですか
78,88とか90歳ってことはおお祝いをしますよね,"['うんしま', 'はいあーそうですね', 'あはいはいしますします', 'あーはいはい', 'そうですよね', 'しますね']",あそうですか
79,88とか90歳ってことはおお祝いをしますよねそういうのを,"['します', 'しますね']",あそうですか
80,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,"['あーそうなんですかー', 'あそうなんですか', 'あっそうなんですか', 'あそうですか', 'え', 'あなんでですか', 'あそうなんですか', 'ええあそうなんですかー', 'えーどうしてでしょうか', 'あー']",あそうなんですか
81,8年ぐらいは,"['八年ですか', 'うーんはい', 'ああ', 'ええああ', 'あそうですか']",うーん
82,8歳くらいまでは色々何かおっかないような,['はあ'],あー
83,8歳くらいまでは色々何かおっかないような感じが,"['あー', 'あはっは']",あー
84,8歳くらいまでは色々何かおっかないような感じがしたりする,"['はいそうですね', 'あそうなんですか', 'そうですね', 'あー', 'あー']",あー
85,8歳くらいまでは色々何かおっかないような感じがしたりすることも,"['うーん', 'あーそうかもしれないですねーうーん', 'そうですよね', '小さいから']",あー
86,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,"['えーええ', 'そうですよね', 'はいありましたありました', 'そうですね']",そうですね
87,あ,"['うーん映画鑑賞', 'ええはいあとはうんはい', 'うんうーんなんでしょうかね']",うーん
88,あうなることができたら,"['ええなれたらいいですよねー', 'そうです', 'そうです']",うーん
89,あうなることができたらそれがいいんではないかなと,"['そうですそれ', 'はあそうですね', 'そうですよね', 'いいですよねー', 'うーん', 'そうですねー']",そうですよね
90,あうなることができたらそれがいいんではないかなと思ったりしております,"['一番いいことですええはい', 'うんそうですよね', 'はいはい', 'はいほんとですね', 'はいそうなんですね', 'そうですはいはい']",そうですよね
91,あきらめていましたので,"['あーはいはいはいはい', 'あー', 'そうですよね', 'えー諦めてらしたんですか', 'そうですよね', 'うーんうん2か月たってるから']",あーそうなんですね
92,あげたいと言って,"['あーそうですかー', 'へー', 'そーですかー']",あー
93,あげられる,['る'],あー
94,あげられる自分で最後まで元気でいたいです,"['はーそうですか', 'そうですよねー', 'あーはいそうですね', 'あーでもすごいいいことですよねー素晴らしいこと', 'あ素晴らしいですね', 'そうですね']",そうですね
95,あげるようにと,"['そうなんですか', 'うーん', 'えー']",そうなんですか
96,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,"['うーんええ', 'あー', '手をかけて', 'あはっあーそうなんですね', 'あーはいはいはい', 'ええ', 'ああはい']",ええ
97,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,"['やってみえるのねうんうんうん', 'そうか']",あー
98,あそれは,"['難しいかもしれない', '進行']",うーん
99,あそれはちょっと,['うーん'],うーん
100,あそれはちょっとわたくし,"['そうですよねー', 'へへっそうですね']",うーん
101,あたくしの住まいが渋谷区の代々木上原なんですね,"['はい代々木上原なんですね', 'あ代々木上原はい', 'はい代々木上原']",はい代々木上原はい
102,あたくしは,"['ええ', 'ふーん']",ふーん
103,あたしは娘に,['なるほど'],そうなんですね
104,あたしは娘に感謝しています,"['はええそうですか', 'はいそう思います', '凄いはい', 'あー', 'そうなんですね', 'ほんと親孝行ですね']",そうなんですね
105,あたら何か仕事がをしたいということで登録をしておりまして,"['あっそーなんですねー', 'あはい', 'あ登録されたんですね', 'あ登録されたんですね']",あっそーなんですねー
106,あたることもありましたけれども、,"['わぁ', 'えー', 'ああああええええ', 'ええ']",ああああああああああああ
107,あたることもありましたけれども、百メートル,"['それはちょっと', 'あー危ない']",ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ
108,あたるんですけれども,"['ああはい', 'はーはいはいはい']",ああああああああああああああああああああはい
109,あっ,"['おー', 'あ今しょうが']",あそうですよね
110,あっえー自宅は,['小学生はい'],あはい
111,あっそれはちょっと大きすぎますねちいちゃい頃ですねちいちゃい,['あはははっは'],あははははははははははははははははははははははははははははははははははははははははははははははははは
112,あって,['あええ'],あそうなんですね
113,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,"['そうです', 'あはは', 'はいあはっはい', 'えへっ']",あはははは
114,あっ行くわよっていう返事を,"['あ', 'はーそうなんですね', 'あははは']",あははははははははははははははははははははははははははははははははははははははははははははははははは
115,あとあー,['ほかにも趣味が'],あとはあとは
116,あとなんせイギリスの子供と,"['そうですね', 'そうですね', 'あっ']",んー
117,あとなんせイギリスの子供と会える,"['そうですね', 'あーはいはい', 'そーですね']",そうですね
118,あとなんせイギリスの子供と会えることが,"['楽しみですねー', 'あそうですねそうですね', 'ええ', 'あーあ', 'そうですね', '楽しみですね', '楽しみですよね']",そうですね
119,あとは,"['ちょっと時間を潰して', 'あとは', 'そういううーん', 'あとは', 'そうなんですねうん', '凄いですね', 'はいあとはどうでしょうか', 'あとは', 'いい運動になりますよ', 'あとは', 'あとははいどうでしょうか', 'あとは', 'あとは', 'うーん', 'あとは', 'へえ']",あとは
120,あとはあー左上から,['左上から右下に'],あとはどうでしょうか
121,あとはあー左上から右下に向けて斜めいっぱいにね,['うんあ'],あー
122,あとはお友達と,['あとは'],あとは
123,あとはお友達とお食事会に行く,"['あーはいはい', 'あ食事会', 'あ', 'いいですねー']",あーはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
124,あとはお友達とお食事会に行くそれから,"['あっはい', 'あーはいはいうん', 'あお食事ですね', '楽しいですよねうんうん']",あーはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
125,あとはお友達とお食事会に行くそれからえーと旅行ですね,"['あ', 'はいあ', 'はあ', 'あーいいですねー', 'あ', 'うーんはいはいはい']",あーいいですね
126,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が,"['そうなんですね', '旅行に', 'そうですね', '旅行']",いいですね
127,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなので,"['いいですいいですはい', 'そうなんですか', 'ねえ']",あーいいですね
128,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体,"['そうですよねうん', '旅行も楽しいはい']",あーいいですね
129,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,"['へー', 'あーはい', 'あーいいですね', 'あひと月に一回も行かれるんですか', 'えーほんとですか', 'えっ', 'うーん', 'わあ', 'あそんなに']",あはい
130,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは箱根伊豆,"['凄いえー', '凄い', 'おおいあーそうですかー', 'うん思う', 'へー羨ましい', 'あ', 'あー']",へー
131,あとはまー麻雀もね,"['あ', 'はい麻雀はどうでしょう']",あはい
132,あとはもうあのー何とかあのー若松河田町まで,"['あ', '若松河田町まで']",あはい
133,あとはもうあのー何とかあのー若松河田町まで来れたんですけど,['あーはいはいはい'],あそうなんですね
134,あとはゴム飛びは,"['はい', '得意はい']",はいはいはいはい
135,あとはー,"['はいあとほかにも釣れるんですかハゼのほかにはどんなものが釣れるんでしょうはい', 'はいへーバケツ一杯', '面白いですねうんうんうんうんはっうん', 'うんあとはうん', 'ええねえあとはあとはなんでしょう', 'うんあとはなんでしょうかねーええうーん', 'うんええうん他にあなにかありますか']",あとはあとは
136,あとは石蹴りだとか,['あとは石蹴りですか'],あーはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
137,あとは缶蹴りは,['あとは缶蹴りは'],あーはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはいはい
138,あとまー最近,"['もったいない', 'あとは']",あとはなんでしょうか
139,あともう一つ,['あともう一つは'],あ
140,あとスポーツではね今は,['んー'],あー
141,あとスポーツではね今はないんですけど,['スポーツは'],あはい
142,あとスポーツではね今はないんですけど三角ベースといいましてね,"['んー', 'はいはい', 'はあ', '三角ベース', 'あっ知らないですそれ', 'ほう', '三角ベースですね']",あ
143,あとドッジボールも,"['あー', 'んー', 'あー']",あー
144,あとドッジボールもしましたね馬跳び,"['あードッジボールうんうんうん', 'あーはあはあうんええうん', 'そうですねはい', 'あーはいはいうん', 'あええはい', 'ドッジボールもですか馬跳びはいあとは', 'あっそうなんですねええ', 'あードッジボールですねはい', 'ああええええええ', 'ドッジボール好きでしたーええ']",あードッジボールうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうんうん
145,あとー日舞とか,"['あとは', 'いいですよねうーん']",あー
146,あとー日舞とか洋舞とか,"['わー', 'あー', 'へー', 'あっ', '日舞も']",あー凄いですねうーん
147,あとー日舞とか洋舞とかやってましたけども,"['わっす凄いいっぱいやってますね', 'あっ凄いですねはい', 'へーたくさんうん', '日舞ええ', 'うーんたくさんですねー', 'あーそうなんですか', 'あ凄い凄いですね', 'わー凄いですね踊りも']",あー凄いですねうーん
148,あの,"['そうなんですね', 'もう何もかもが', 'さらに', '何か', 'あ', 'うーん', 'ちゃんと地図の通り', 'あっ', 'うーん', 'はあ', 'へえ', 'はあ', 'かっこいいですよねー', '高校生', 'えうーん']",あ
149,あのあたくしの小さい頃はなにになりたいとかっていうのはあまりか聞かれた,['うーん'],えー
150,あのあたくしの小さい頃はなにになりたいとかっていうのはあまりか聞かれたことがな,"['あそうなんですか', 'そうなんですね', 'あー', 'えー', 'えっそうなんですか', 'あっそうなんですねー']",えー
151,あのあたしもあとを継いで,['あー'],あー
152,あのあ澤田美喜さんのように,['うーん'],うーん
153,あのあ澤田美喜さんのようにあの横浜のエリザベスサンダースホームの,['あっはい'],あっはい
154,あのうちの近くの,['はいお近くの'],はいおーお城の
155,あのお見舞いには来られないと,['あそうですか'],あーそうなんですか
156,あのきちっとした身だしなみを,['あー'],あー
157,あのきちっとした身だしなみを整えていたいって,"['うーん', 'へえ', 'そうなんですね']",あー
158,あのきちっとした身だしなみを整えていたいっていうの,['あー'],あー
159,あのきちっとした身だしなみを整えていたいっていうの女性ですから,"['あー', '突然', '偉い', 'あうん', 'はあ']",あー
160,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱり,['あー'],あー
161,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよね,"['へえ', 'はあうんそうなんですね', 'うーんあーはいはい', 'ありますね', '偉いですね', 'あー', 'はいはい', 'ああそうなんですね', 'はー']",あー
162,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながら,"['えへへ', 'あは', 'あっふふ']",えー
163,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながらもうお母さん,['うふふふふっふっふっ'],あっははははははははははははははははははははははははははははははははははははははははははははははははは
164,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながらもうお母さんおめでとう,"['えー', 'あはははは']",えーえーえーえー
165,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながらもうお母さんおめでとうおめでとう,"['うーん', '凄い', 'えー', 'えー泣けてきますね', 'うんうんあーそうですかー']",えーえーえーえーえー
166,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながらもうお母さんおめでとうおめでとうっていって,"['いーですねー素敵だわー', 'でも嬉しいふっふっ可愛い', 'あはははっはあーうんうん', 'うそー信じられないうん']",えーえーえーえーえー
167,あのこちらにあのお伺いしたのはあの今年の春に,['春にですか'],はいはい
168,あのこちらにあのお伺いしたのはあの今年の春にえー今まで仕事をしておりましたんですが,"['おおはい', 'はいお仕事で', 'あはい']",はいはいはい
169,あのこちらにあのお伺いしたのはあの今年の春にえー今まで仕事をしておりましたんですがあの定年退職を,"['あ', 'あ', 'うーん']",はいはいはい
170,あのこちらにあのお伺いしたのはあの今年の春にえー今まで仕事をしておりましたんですがあの定年退職をしましたんで,"['そうですかはい', 'そうでしたか', 'はいご退職されて']",はいはいはい
171,あのずっと仕事をしておりましたけれども,['あそうなんですね'],あそうなんですね
172,あのずっと入りたいところに,['はあ'],あははははははははははははははははははははははははははははははははははははははははははははははははは
173,あのずっと入りたいところにお陰様で入れましたので,"['あーはいはい', 'それは良かったですね', 'あーそうですか', 'あー']",あーそうなんですね
174,あのちょっと勉強をしてかじってみたりとか,"['へえ', 'あそういうこともされたんですね', 'あそうですかうん', 'へえ', 'あっええええ', 'あっそーだったんですねー', 'えー', 'あええええそうなんですか']",あそうなんですか
175,あのできることはあのー自分でしたいというのが私の,"['うーん', 'あー']",そうですね
176,あのできることはあのー自分でしたいというのが私の主義ですから,"['あーはい', 'そうですね', 'そうですね', 'あーはい', 'あーそうですよね']",そうですね
177,あのでておりましてね,"['あーそうなんですか', 'あそうなんですか', 'それはい']",あそうなんですね
178,あのとても胸に焼き付いてしまって,"['うーんええ', 'はいあーそーなんですねー', 'うーんはい', 'ええ']",ええええええええ
179,あのなんですかねあの駆けっことか,['かこっこも'],あー
180,あのなんですかね末っ子だったし何にも,"['末っ子たっだんですね', 'あ', 'あはい']",あはい
181,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれど,"['ほうええええ', 'あっそーですかー', 'あー']",あ
182,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったって,"['あー', 'あ', 'あ', 'あーはい', 'あ', 'あそうなんですか']",あ
183,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで,"['あ', 'あっそーなんですね', 'そうだったんですね', 'そうなんですね', '男の子ばっかり']",あ
184,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで男の子が,"['男の子と', 'そうですか']",あ
185,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで男の子がいて,['うふっふ'],あ
186,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで男の子がいて私の兄もいましたすぐ,"['あ', 'あー', 'はいお兄様も']",あ
187,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで男の子がいて私の兄もいましたすぐえーと,"['はいお兄様とうん', '男の子ばっかりでええ', 'そうなんですねうーん']",あ
188,あのはたちちょいとの時のあの突き抜けるような,"['ほんとでも', 'そーですねー', 'うーん', 'あはは']",うーん
189,あのはたちちょいとの時のあの突き抜けるような喜びというのは,"['そうですよね', 'はあ', 'そーですねー']",そうですね
190,あのはたちちょいとの時のあの突き抜けるような喜びというのはま恐らく一番といっていいのではないかと,"['突き抜ける喜び', 'わー', 'うーん', 'あー一番なんですねーはい', 'あははは', 'そうですね', 'あーはいはいはい']",はー
191,あのはたちちょいとの時のあの突き抜けるような喜びというのはま恐らく一番といっていいのではないかと思います,"['はいわーすごいほんとにいいお話だ', 'ほんとその通りですね', 'ですねうん', 'そうですねー', 'はーす素敵ですね']",あそうですよね
192,あのひっくり返すんですね,"['ああ', 'はいひっくり返すんですね', 'あはい', 'あー', 'うんひっくり返すんですね', 'おおおおおお', 'へー', 'あーああああ']",へー
193,あのよく観ます,"['家でですね', 'あーはい', 'あー', 'あーそうなんですね', 'あーうちで', 'あっそうですかー', 'あーそうですか', 'へえ', 'へえ', 'あレンタルされるんですか']",あーそうなんですかー
194,あのビデオなり何なり,['ビデオで'],あ
195,あのビデオなり何なり兄弟が映画や音楽に興味を持っているのがおりまして,"['あーそうですか', 'ご兄弟がはい']",ああ
196,あのプレイなんですねですから,"['あーそうなんですね', 'あー瞬発力とかですか', 'そうですか', 'へーはい', 'ああああ', 'あそうなんですか']",あーそうなんですか
197,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなか,"['わ大変だ', 'あーそうですかー']",あー
198,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないと,['あー'],あー
199,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないという,['あー'],あー
200,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで,"['ああそうなんですか', 'そうなんですね', 'へー', 'へー']",あー
201,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで脳のですね鍛え方にも,"['うんああ', 'ええああ']",へー
202,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで脳のですね鍛え方にも関連してくると,"['あっ', 'そういうことなんですね', 'へー']",へー
203,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで脳のですね鍛え方にも関連してくると思いますので,"['えーそうなんですね', '体と頭と両方使って', 'あーそうなんですね', 'そうですね', 'ボケ防止になりますよね', 'はあうん', 'そうですよね', 'あーそうですかー']",へー
204,あのラグビー部のある学校に,"['まっ', 'えっわざわざ']",あそうなんですか
205,あのレース編みをちょこっと,"['はあ', 'レース編みですか', 'レース編み', 'あっ', 'あレース編みあー', 'ほー']",はあ
206,あのー,"['はい夏目坂通り', '二人で', 'そうですよねー', 'これからは', 'そうです', 'ビー玉', '一緒にね', 'ああよかったです', 'へえ', 'そうなんですかー', 'ねーお元気な', 'それは嬉しいですね', 'わあ', 'びっくりですものね', 'そうですね', 'ああ', 'そうなんですかはい', 'うーん', 'そうですか', 'ずっと', 'それ', 'あ船を出してうん', '船もうん', '凄いうん', 'へえ', 'はあ', 'ほぉん']",そうですよね
207,あのー6年とか5年生の仲間に入れられて,"['あーあーあーあー', 'へえ', 'おー', 'あー', 'あはははははっはっ', 'あははは']",へー
208,あのー6年とか5年生の仲間に入れられてあのー自分は,"['そうですよね', '上級生と', 'えー凄いですね']",へー
209,あのー6年とか5年生の仲間に入れられてあのー自分はそこの,"['へー', 'わぁすごーい']",へー
210,あのー6年とか5年生の仲間に入れられてあのー自分はそこの選手みたいになってやって,"['はへ', 'ええ', 'えー運動神経よろしかたったんですね', 'えー凄いですねうーん', 'あー四年生で', 'へー凄いお力があるんですね', '凄い']",凄いですね
211,あのーあちこち,['あー'],あー
