,input,answer,predict,bleu
80,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に,旅行,あー腰を,0.0
81,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に行こうということに,あ,あゴルフゴルフですね,1.2183324802375697e-231
82,20年代戦後間もない,二十年代戦後ですね,そうてんですね,4.1696290531635676e-155
83,20年代戦後間もない頃ですが,そうですよね,あね始め始め始め始め,1.1640469867513693e-231
84,20年代戦後間もない頃ですが,あーはいはい,あははははははは,0.0
85,2つのおはじきの,ええええええああああ,あーあーそうな得なかったんですね,0.0
86,2つのおはじきの,ああ,あーそうなんですか,0.0
87,2つのおはじきのあいだを,あーそうでしたね,うーん,0.0
88,2つのおはじきのあいだを,指でうん,そうですよね,1.5319719891192393e-231
89,2つのおはじきのあいだを,あはい,竹とんぼ竹とんぼ,0.0
90,2つのおはじきのあいだを,あーはいはいはい,そうてんですね,1.384292958842266e-231
91,2つのおはじきを,はいうん二つの,へー,0.0
92,2人して何かあのー計画しあのー,はいはいへー,お金ます,0.0
93,2人して何かあのー計画しあのー,うんわーうーん,あ,0.0
94,2年で辞めまして,あはい,あんですねー,1.0547686614863434e-154
95,2年で辞めまして,ええあはい,いいですね,1.384292958842266e-231
96,2年で辞めまして,はいあ,あそうえええですね娘,1.583976781977924e-231
97,2年で辞めまして,えっ,あそう,1.821831989445342e-231
98,2年で辞めまして,あーそうだったんですか,あはふそう,1.2882297539194154e-231
99,2年で辞めまして,はいあーそうだったんですか,はいしててこと,0.0
100,2年で辞めまして,そうなんですか,あそうづらいですか,9.975386110402101e-155
101,2年で辞めまして,あーはい,そうですねね,0.0
102,2年で辞めましてその後,そうなんですか,蹴られるなんですね,5.775353993361614e-78
103,2年で辞めましてその後文化服装学院の大学の,あはい,みんなに見て,0.0
104,2年で辞めましてその後文化服装学院の大学の方に入りまして,そちらのほうにええ,あそうなかですか,0.0
105,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で,ああ,あいく,0.0
106,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,へー凄い,あえあそうなか,1.6034157163765524e-231
107,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,あーそうなんですねー,あー,6.702145341854094e-232
108,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,ええ凄いですね,そうです,1.821831989445342e-231
109,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,あデザイン科で勉強されて,あちゃいました,1.0032743411283238e-231
110,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして4年間そこに行きました,あ,あ,1.821831989445342e-231
111,2年連続,はい二年連続で,あえあそうなか,0.0
112,2本のうち1本当たりましたので,やっ凄いですー視力がいいんですね,おっ五回わらわわらわわらわれて,0.0
113,2本のうち1本当たりましたので,あー良かったです,凄いね,1.821831989445342e-231
114,2本のうち1本当たりましたので,へー,そうですよね,1.5319719891192393e-231
115,2本のうち1本当たりましたので,わっ素晴らしい,あはは,1.384292958842266e-231
116,2本のうち1本当たりましたので,あっわー凄いですね,そうですえなよね,1.4488496539373276e-231
117,2本のうち1本当たりましたので,わー凄いですね,あ美容師さん,1.2882297539194154e-231
118,2本のうち1本当たりましたので,わーす素晴らしいですねー,あーそうーですかーたですねー,8.52863367187932e-155
119,2本のうち1本当たりましたので,あ,あそうなんですねね,5.395774370246974e-78
120,2泊,わーそうですかー,あ皆さんー,1.384292958842266e-231
121,2泊,二泊,絶対絶対ください最後,0.0
122,2泊,二泊,何か,1.5319719891192393e-231
123,2泊泊まってそれで,あ,あーですですです,0.0
124,2泊泊まってそれで,へえ,そうね,0.0
125,2泊泊まってそれで年末の,泊まられて,カラオケ,0.0
126,2泊泊まってそれで年末の31日に,あ,あそうそうか楽しですね,1.1200407237786664e-231
127,2泊泊まってそれで年末の31日に父親が,年末から,あ,0.0
128,2泊泊まってそれで年末の31日に父親が,えっそんなに,あーはい,0.0
129,2泊泊まってそれで年末の31日に父親が迎えに来て帰って,あー,機械あ機械,0.0
130,300メートルばかり,ええ,そうですん,0.0
131,30人,ほー,あーそうなんですか,1.1640469867513693e-231
132,30人,三十人も,あへぇー,1.646211035903463e-231
133,30人,はー,そう,0.0
134,30人,えっ,あー,1.821831989445342e-231
135,30人,うーん,あー,1.821831989445342e-231
136,30人,はいあー,凄いお力があるんですね,0.0
137,30人,ええ,そうええええええ,1.1640469867513693e-231
138,30人,ほー,あー楽しそうなん,1.2183324802375697e-231
139,30人,あ,二つもでしたね,1.2183324802375697e-231
140,30人,えっ三十人も,あんまり乗らないうんですよねね,0.0
141,30人,三十名で,あーー,1.5319719891192393e-231
142,31日に,そうですよね,宴会ですよね,8.636168555094496e-78
143,31日に帰っていくのですが,へえ,三十分歩か歩かれる,0.0
144,31日に帰っていくのですが,あー,五日,0.0
145,31日に帰っていくのですが,あーそうだったんですねー,そうなです,1.646211035903463e-231
146,31日に帰っていくのですが私は,そうなんです,はいそうですねんですね,8.38826642100846e-155
147,31日に帰っていくのですが私は,はあ,うーん,0.0
148,31日に帰っていくのですが私はその子と会うのがとても楽しみで,そうですね,そうそうね,1.5319719891192393e-231
149,31日に帰っていくのですが私はその子と会うのがとても楽しみで,うんあそうなんですか,あー,0.0
150,31日に帰っていくのですが私はその子と会うのがとても楽しみで,可愛い,ああなたんですね,1.1862800137389335e-154
151,31日に帰っていくのですが私はその子と会うのがとても楽しみで,ええええええええそうですよね,あんですねね,1.1862800137389335e-154
152,31日に帰っていくのですが私はその子と会うのがとても楽しみで,そうですね楽しいですね,そうですえなよね,1.1862800137389335e-154
153,39年ですけれども,三十そうですねはい,あそうたんですか,7.57965434483665e-155
154,39年ですけれども,よん三十九年ですかねええ,そうですん,9.918892480173173e-232
155,3人とも勤め先が違いますので,あーはい,うーん,0.0
156,3人とも勤め先が違いますのでえーとどこの駅でしたか集合ということで急行電車に,待ち合わせして,いえいえいえいえないです,0.0
157,3年間の,凄い,はい師範をんですか,1.1640469867513693e-231
158,3年間の,良かったですね,うーんね,1.5319719891192393e-231
159,3年間の付き合いを持って,うーん,あ,0.0
160,3年間の付き合いを持って,やりましたねええ,あ,0.0
161,3年間の付き合いを持って,はぁー,あそうか,0.0
162,3年間の付き合いを持って,へえ,あーですね,0.0
163,40代の,大正琴三十年やってるんですか,あ楽しそうですね,1.2183324802375697e-231
164,40代の,えー三十,美味しいものはっそうですよ,1.2183324802375697e-231
165,40代の,凄い,そうですねそうですねございます,0.0
166,40代の終わりから,あーはいはい,うん,0.0
167,40代の終わりから現在まで,へえ,可愛い,0.0
168,40代の終わりから現在まで,あ,そう,0.0
169,40代の終わりから現在まで,わーずーっと,あはい中だったんですね,1.0832677820940877e-231
170,40代の終わりから現在までえー,今まで,あ木版画ええええええ,0.0
171,40代の終わりから現在までえーやってます,そんなに長くですか,そうなんですね,0.7071067811865476
172,40代の終わりから現在までえーやってます,はいそうですか,そうん,1.1049969584438628e-231
173,40代の終わりから現在までえーやってます,すごいですねー,あゴルフゴルフですね,8.38826642100846e-155
174,40代の終わりから現在までえーやってます,あーはいはい,そうなです,1.821831989445342e-231
175,40代の終わりから現在までえーやってます,あーお好きなんですね,そうね,0.0
176,40代の終わりから現在までえーやってます,あっはー長いですね,あーーんですね,6.86809206056511e-78
177,40分の,特にええええ,あそうんですね,0.0
178,40分の道のりですのでね,ええうん結構長いですね,あはははなか,0.0
179,40分の道のりですのでね,うーんそうですね結構ありますもんね,あ,0.0
180,40分の道のりですのでね,うーん長いですね,そうん,0.0
181,40分の道のりですのでね,ええ長いですね,あー思われてですね,7.57965434483665e-155
182,40分の道のりですのでね,ええそうですね,あそうなんですねね,6.968148412761692e-155
183,4かぐらいは,はい四日も,二つも乗り換えなんですねねね,1.0518351895246305e-231
184,4かぐらいは,もうええ,あそうづらいですか,0.0
185,4年の所を優待生で,あ,あーです,0.0
186,4年の所を優待生で,えー,あー楽しそうなん,0.0
187,4年の所を優待生で3年間で,ああ,あね,0.0
188,4年の所を優待生で3年間で,はー,あんです,0.0
189,4年の所を優待生で3年間で,へえ,あですねー,0.0
190,4年の所を優待生で3年間で,えっ優待生,はーたいへんねー,9.53091075863908e-155
191,4年の所を優待生で3年間で終了させていただきまして,凄いうん,うーんうん体力体力です,1.4488496539373276e-231
192,4年の所を優待生で3年間で終了させていただきまして,凄い優秀ですね,そこに,0.0
193,4年の所を優待生で3年間で終了させていただきまして,へー,そんなですか,1.384292958842266e-231
194,4年の所を優待生で3年間で終了させていただきまして,わー凄いですね,足に引っ掛けるんですね,5.775353993361614e-78
195,4年の所を優待生で3年間で終了させていただきまして,すごいですねー3年,あそうなかですか,9.283142785759642e-155
196,4年の所を優待生で3年間で終了させていただきまして,凄いはい,いいですね,1.133422688662942e-154
197,4年の所を優待生で3年間で終了させていただきまして,へー凄いはい,駅まで,0.0
198,4年の所を優待生で3年間で終了させていただきまして,まーあそうなんですね,あんですねね,7.380245217279165e-78
199,4年の所を優待生で3年間で終了させていただきまして,うわーはいわー凄い,あそうづらいですんですか,9.85444998995587e-155
200,4年の所を優待生で3年間で終了させていただきまして,はい,あね,1.821831989445342e-231
201,4年の所を優待生で3年間で終了させていただきまして,えー素晴らしい,そう,1.821831989445342e-231
202,4年の所を優待生で3年間で終了させていただきまして彼女も,さすがうん,そうですねそうなん,0.0
203,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生の,あ,うわ,0.0
204,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いを,そうなんですね,濃い緑で,0.0
205,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,へえ,あーそそーんですねー,8.38826642100846e-155
206,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,あはい,あー,0.0
207,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,わー優秀なんですね,がんばられがんばらです,1.2882297539194154e-231
208,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,えー同じように,あーです,1.5319719891192393e-231
209,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,やー同じですね,あー凄い伝統あるんですね,5.021333847570327e-78
210,4泊泊まって,ああああ凄い,そうーな,1.384292958842266e-231
211,4泊泊まって,あはい,何線えええ何線線でしょう,0.0
212,4泊泊まって,あ,あなか,1.5319719891192393e-231
213,4泊泊まって,あーはいはい,あーーですかですねー,8.38826642100846e-155
214,4泊泊まって,四泊ですか,二つも乗り換えなんですねねね,1.2508498911928379e-231
215,4泊泊まって,凄く長くなったんで,あー,1.821831989445342e-231
216,4泊泊まって,あ四泊も,あそうそうか楽しですね,1.4740564900137075e-231
217,4泊泊まって,うわーすごい4泊,あよかったですねー,1.6034157163765524e-231
218,5センチ10センチぐらいづつに,あっはい,優しいですよですね,0.0
219,5センチ10センチぐらいづつに刻んで,はい少しづつですね,あらー,0.0
220,5センチ10センチぐらいづつに刻んで,そうですね,あー,1.821831989445342e-231
221,5センチ10センチぐらいづつに刻んで,あー,わあ方にんです,0.0
222,5センチ10センチぐらいづつに刻んでま適当ですけれども,高さなんですねうーん,秩父宮そうなん鮮明に,6.416038883891965e-155
223,60年間,えっ,あですねー,0.0
224,60年間やっていますので,うわーすごいですねー,今は,0.0
225,60年間やっていますので,あっ凄い長いですね,あなんですか,8.636168555094496e-78
226,60年間やっていますので,はあ,あ,1.821831989445342e-231
227,60年間やっていますので,えーえー,うーん,0.0
228,60年間やっていますので,あそんなに長く,うーん,0.0
229,60年間やっていますので,六十年やってるんですか,洋画洋画好きなか,1.2183324802375697e-231
230,60年間やっていますので,へー六十年も,竹とんぼ竹とんぼ,0.0
231,60年間やっていますので,わあ,あしんんですですね,1.0719249972567852e-154
232,60年間やっていますので,すごく,はい,0.0
233,60年間やっていますので,ええ,あーええええ,1.2882297539194154e-231
234,60年間やっていますので,六十年もですか,そうですね,0.0
235,6年前,六年前ですか,そうそうですか,7.422680762211792e-155
236,6年前,えっ,あー,0.0
237,6年前,あ六年前に,機械あ機械,1.384292958842266e-231
238,6年前,えっ,今は,0.0
239,6月に,はい,大江戸大江戸れて,0.0
240,88とか90歳ってことはおお祝いをしますよね,はいあーそうですね,あー落ちてき,1.2882297539194154e-231
241,88とか90歳ってことはおお祝いをしますよね,うんしま,あ稲田堤そうーなんですねー,1.4256605770826504e-231
242,88とか90歳ってことはおお祝いをしますよね,あーはいはい,二つも乗り換えなんですねねね,1.2508498911928379e-231
243,88とか90歳ってことはおお祝いをしますよね,あはいはいしますします,あえあそうですか,8.38826642100846e-155
244,88とか90歳ってことはおお祝いをしますよね,そうですよね,五十一年,0.0
245,88とか90歳ってことはおお祝いをしますよねそう,しますねー,あ,0.0
246,88とか90歳ってことはおお祝いをしますよねそういうのを,しますね,あーはですね,1.2882297539194154e-231
247,88とか90歳ってことはおお祝いをしますよねそういうのを,します,うーんうん体力体力です,0.0
248,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうですか,教員ーそうですかね,6.206021746903507e-78
249,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,あですか,8.987727354491445e-155
250,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,え,うんうんめんこ,0.0
251,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,えーどうしてでしょうか,あーも過ぎの先生で,1.384292958842266e-231
252,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あっそうなんですか,あーも過ぎの先生で,1.384292958842266e-231
253,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,あですか,8.987727354491445e-155
254,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あー,ああ,0.0
255,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,ええあそうなんですかー,あですねですね,1.4488496539373276e-231
256,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あなんでですか,そうん,1.821831989445342e-231
257,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あーそうなんですかー,駅まで,0.0
258,8年ぐらいは,あそうですか,うーんそういくつねーどうぞあらだけだけ,1.2882297539194154e-231
259,8年ぐらいは,うーんはい,コミュニケーションですなか,1.384292958842266e-231
260,8年ぐらいは,ああ,いいですね,1.384292958842266e-231
261,8年ぐらいは,ええああ,へえ,0.0
262,8年ぐらいは,八年ですか,あー落ちてき,0.0
263,8歳くらいまでは色々何か,えうん,す,0.0
264,8歳くらいまでは色々何かおっかないような,はあ,教員ーそうですかね,0.0
265,8歳くらいまでは色々何かおっかないような感じが,あはっは,あはいなか,1.384292958842266e-231
266,8歳くらいまでは色々何かおっかないような感じがしたりする,そうですね,そうですよね,1.5319719891192393e-231
267,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,うーんできないん,1.2882297539194154e-231
268,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,あそうそうか楽しですね,8.286571670851008e-155
269,8歳くらいまでは色々何かおっかないような感じがしたりする,あそうなんですか,はいしててこと,0.0
270,8歳くらいまでは色々何かおっかないような感じがしたりする,はいそうですね,あそうえええですね娘,7.711523862191631e-155
271,8歳くらいまでは色々何かおっかないような感じがしたりすることも,小さいから,あー,1.821831989445342e-231
272,8歳くらいまでは色々何かおっかないような感じがしたりすることも,そうですよね,あえあそうですか,7.57965434483665e-155
273,8歳くらいまでは色々何かおっかないような感じがしたりすることも,あーそうかもしれないですねーうーん,あ優しいですね,1.5319719891192393e-231
274,8歳くらいまでは色々何かおっかないような感じがしたりすることも,うーん,そうななんですね,1.5319719891192393e-231
275,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,えーええ,あー思われてですね,1.171778691554733e-231
276,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですよね,わ和裁,0.0
277,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,はいありましたありました,あーそうんですね,1.6034157163765524e-231
278,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですね,あんです,1.384292958842266e-231
279,あ,うんうーんなんでしょうかね,そう,0.0
280,あ,ええはいあとはうんはい,長い六年年です,0.0
281,あうなる,なれたらいいなって,あ尊敬できるんですね,0.0
282,あうなることができたら,そうです,あ訪問されたんですか,1.0832677820940877e-231
283,あうなることができたら,そうです,あそうえええですね娘,1.2778269941762074e-231
284,あうなることができたら,ええなれたらいいですよねー,うん飛び,0.0
285,あうなることができたらそれがいいんではないかなと,そうですよね,あしんんですですね,1.384292958842266e-231
286,あうなることができたらそれがいいんではないかなと,そうですねー,いいですよね,1.2213386697554703e-77
287,あうなることができたらそれがいいんではないかなと,うーん,そうですんですねー,1.1039579450411396e-154
288,あうなることができたらそれがいいんではないかなと,いいですよねー,あーそうそうなか,1.2882297539194154e-231
289,あうなることができたらそれがいいんではないかなと,そうですそれ,どんどん,0.0
290,あうなることができたらそれがいいんではないかなと,はあそうですね,あー,0.0
291,あうなることができたらそれがいいんではないかなと思ったりしております,うんそうですよね,そうなんですね,1.0
292,あうなることができたらそれがいいんではないかなと思ったりしております,はいはい,あですか,1.384292958842266e-231
293,あうなることができたらそれがいいんではないかなと思ったりしております,はいそうなんですね,うん,6.702145341854094e-232
294,あうなることができたらそれがいいんではないかなと思ったりしております,一番いいことですええはい,はいてます,1.384292958842266e-231
295,あうなることができたらそれがいいんではないかなと思ったりしております,そうですはいはい,あですねー,1.384292958842266e-231
296,あうなることができたらそれがいいんではないかなと思ったりしております,はいほんとですね,すえええはい,1.2882297539194154e-231
297,あきらめていましたので,うーんうん2か月たってるから,へえ,0.0
298,あきらめていましたので,あーはいはいはいはい,そう,1.821831989445342e-231
299,あきらめていましたので,あー,あーーなんですねー,7.57965434483665e-155
300,あきらめていましたので,えー諦めてらしたんですか,なかなか行け行けませんですね,7.711523862191631e-155
301,あきらめていましたので,そうですよね,あー,1.821831989445342e-231
302,あきらめていましたので,そうですよね,洋画洋画好きなか,1.2183324802375697e-231
303,あげたいと言って,そーですかー,絵手紙ー,1.5319719891192393e-231
304,あげたいと言って,へー,仲が一番兄弟です,1.2183324802375697e-231
305,あげたいと言って,あーそうですかー,よかったです,1.384292958842266e-231
306,あげられる,る,あーですねちがです,0.0
307,あげられる自分で最後まで元気でいたいです,あーでもすごいいいことですよねー素晴らしいこと,そうです,1.491668146240062e-154
308,あげられる自分で最後まで元気でいたいです,はーそうですか,あー,1.821831989445342e-231
309,あげられる自分で最後まで元気でいたいです,そうですね,貴重ですね,1.133422688662942e-154
310,あげられる自分で最後まで元気でいたいです,そうですよねー,あーええええ,1.2882297539194154e-231
311,あげられる自分で最後まで元気でいたいです,あ素晴らしいですね,絵ですか,1.133422688662942e-154
312,あげられる自分で最後まで元気でいたいです,あーはいそうですね,あーあーそうな得なかったんですね,6.8489908526642754e-155
313,あげるようにと,えー,そうなんですね,0.668740304976422
314,あげるようにと,そうなんですか,そう,1.821831989445342e-231
315,あげるようにと,うーん,あー思われてですね,1.1640469867513693e-231
316,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あー,わっ,0.0
317,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あーはいはいはい,そうそうなん,1.384292958842266e-231
318,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ああはい,そうです七にか,1.4488496539373276e-231
319,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,うーんええ,周りがないイメージ,0.0
320,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ええ,そんな,0.0
321,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あはっあーそうなんですね,あ,1.821831989445342e-231
322,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,手をかけて,うーん,1.821831989445342e-231
323,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,そうか,あ美容師さん,0.0
324,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,やってみえるのねうんうんうん,うーん,0.0
325,あそれは,難しいかもしれない,あーですですね,0.0
326,あそれは,進行,あね,0.0
327,あそれはちょっと,うーん,はいしててこと,0.0
328,あそれはちょっとわたくし,そうですよねー,あー楽しそうなん,1.2183324802375697e-231
329,あそれはちょっとわたくし,へへっそうですね,うーんですね,1.384292958842266e-231
330,あたくしの住まいが,はいお住まいは,あーねー,0.0
331,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原,そうですね,0.0
